id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
9266,User9266,38.0,Female,Mobile,Bottom,Education,Afternoon,1
5860,User5860,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,1
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
1462,User1462,41.0,Male,Desktop,Bottom,Education,Morning,0
8832,User8832,49.0,Female,Tablet,Bottom,Entertainment,Morning,1
408,User408,40.197363393198316,Non-Binary,Desktop,Top,Shopping,Evening,0
613,User613,40.197363393198316,Male,Desktop,Top,Entertainment,Morning,0
7850,User7850,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,0
7993,User7993,40.197363393198316,Non-Binary,Mobile,Bottom,Social Media,Morning,1
691,User691,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Morning,0
5623,User5623,53.0,Female,Desktop,Side,Entertainment,Morning,1
250,User250,40.197363393198316,Non-Binary,Mobile,Bottom,News,Afternoon,1
250,User250,40.197363393198316,Non-Binary,Mobile,Bottom,News,Morning,1
3044,User3044,34.0,Male,Desktop,Top,News,Night,1
7151,User7151,40.197363393198316,Non-Binary,Tablet,Bottom,News,Morning,1
2602,User2602,61.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4048,User4048,40.197363393198316,Female,Tablet,Side,Education,Evening,0
3235,User3235,57.0,Male,Desktop,Bottom,Entertainment,Evening,0
4459,User4459,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Afternoon,0
5425,User5425,40.197363393198316,Non-Binary,Desktop,Side,Entertainment,Afternoon,1
5671,User5671,61.0,Non-Binary,Mobile,Top,Entertainment,Night,0
8127,User8127,40.197363393198316,Female,Tablet,Bottom,Entertainment,Night,1
2428,User2428,33.0,Female,Tablet,Side,Entertainment,Morning,1
3697,User3697,27.0,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
9162,User9162,40.197363393198316,Female,Mobile,Top,Entertainment,Night,0
860,User860,29.0,Female,Tablet,Bottom,Entertainment,Morning,0
9676,User9676,21.0,Female,Mobile,Top,Entertainment,Morning,1
2946,User2946,37.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,Night,1
255,User255,40.197363393198316,Female,Desktop,Bottom,Entertainment,Night,1
6449,User6449,42.0,Female,Desktop,Top,Shopping,Night,1
8190,User8190,26.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
1539,User1539,43.0,Female,Mobile,Bottom,Education,Evening,1
3429,User3429,59.0,Female,Desktop,Bottom,Social Media,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Entertainment,Evening,1
4836,User4836,55.0,Female,Tablet,Side,Entertainment,Evening,1
517,User517,40.197363393198316,Female,Mobile,Bottom,Shopping,Morning,0
2530,User2530,37.0,Female,Desktop,Top,Entertainment,Afternoon,0
4548,User4548,40.197363393198316,Male,Desktop,Side,Entertainment,Evening,1
1650,User1650,29.0,Female,Desktop,Bottom,Entertainment,Morning,1
5878,User5878,40.197363393198316,Female,Desktop,Bottom,Education,Afternoon,1
5756,User5756,51.0,Non-Binary,Tablet,Bottom,Shopping,Afternoon,1
6296,User6296,29.0,Female,Desktop,Bottom,Education,Evening,1
1253,User1253,40.197363393198316,Female,Desktop,Bottom,Shopping,Morning,1
1041,User1041,37.0,Female,Mobile,Bottom,Entertainment,Morning,1
1171,User1171,40.197363393198316,Female,Mobile,Bottom,Entertainment,Night,1
1454,User1454,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
82,User82,40.197363393198316,Female,Mobile,Side,Entertainment,Evening,0
8208,User8208,40.197363393198316,Female,Tablet,Bottom,Education,Morning,1
5878,User5878,40.197363393198316,Female,Tablet,Bottom,Entertainment,Afternoon,1
6276,User6276,39.0,Female,Desktop,Side,Entertainment,Morning,0
8361,User8361,41.0,Female,Mobile,Bottom,News,Afternoon,1
1122,User1122,49.0,Female,Desktop,Top,Entertainment,Morning,1
453,User453,40.197363393198316,Female,Tablet,Top,Entertainment,Afternoon,1
3510,User3510,40.197363393198316,Female,Desktop,Side,News,Evening,0
9234,User9234,20.0,Female,Desktop,Bottom,Entertainment,Morning,1
5732,User5732,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,1
4049,User4049,57.0,Female,Desktop,Top,Entertainment,Night,1
5629,User5629,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
6599,User6599,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,0
2804,User2804,40.197363393198316,Female,Tablet,Bottom,Entertainment,Evening,1
3375,User3375,52.0,Female,Mobile,Bottom,Education,Morning,1
2125,User2125,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
7745,User7745,40.197363393198316,Female,Desktop,Top,Education,Afternoon,0
1141,User1141,37.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
7971,User7971,40.197363393198316,Female,Desktop,Top,Entertainment,Evening,1
2372,User2372,59.0,Female,Desktop,Side,News,Morning,0
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
3325,User3325,40.197363393198316,Male,Mobile,Bottom,Education,Morning,1
5921,User5921,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
3553,User3553,40.197363393198316,Male,Mobile,Bottom,Shopping,Morning,0
973,User973,37.0,Female,Mobile,Bottom,Entertainment,Morning,1
9541,User9541,40.197363393198316,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
9057,User9057,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
5980,User5980,40.0,Female,Desktop,Side,Entertainment,Morning,1
8883,User8883,40.197363393198316,Female,Mobile,Bottom,Education,Evening,1
255,User255,31.0,Female,Desktop,Bottom,Entertainment,Night,1
9753,User9753,46.0,Female,Tablet,Top,Entertainment,Night,1
9220,User9220,21.0,Female,Desktop,Bottom,Social Media,Night,1
3381,User3381,47.0,Male,Tablet,Top,Entertainment,Morning,0
7619,User7619,62.0,Male,Desktop,Side,News,Night,0
7507,User7507,40.197363393198316,Female,Tablet,Top,Education,Afternoon,1
8305,User8305,62.0,Female,Desktop,Side,Entertainment,Afternoon,0
3042,User3042,40.197363393198316,Female,Mobile,Side,Social Media,Afternoon,1
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1
1127,User1127,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
3158,User3158,47.0,Female,Tablet,Bottom,Education,Morning,0
735,User735,40.197363393198316,Female,Desktop,Side,Social Media,Morning,0
1305,User1305,40.197363393198316,Female,Tablet,Top,News,Night,1
1190,User1190,40.197363393198316,Non-Binary,Tablet,Bottom,Education,Morning,1
8081,User8081,38.0,Female,Tablet,Bottom,Entertainment,Night,1
9272,User9272,50.0,Female,Tablet,Side,Social Media,Morning,0
4537,User4537,61.0,Female,Desktop,Bottom,Entertainment,Morning,0
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
4061,User4061,44.0,Female,Tablet,Side,Entertainment,Night,0
6011,User6011,40.197363393198316,Non-Binary,Desktop,Top,Education,Morning,0
7971,User7971,40.197363393198316,Non-Binary,Tablet,Top,Entertainment,Morning,1
6781,User6781,42.0,Female,Mobile,Bottom,Entertainment,Night,0
5623,User5623,53.0,Female,Desktop,Side,Entertainment,Morning,1
5055,User5055,45.0,Female,Desktop,Top,Education,Morning,1
7674,User7674,40.197363393198316,Female,Tablet,Bottom,News,Morning,1
9695,User9695,26.0,Male,Desktop,Side,Entertainment,Night,0
8034,User8034,44.0,Female,Desktop,Bottom,Entertainment,Morning,0
5623,User5623,53.0,Female,Desktop,Side,Entertainment,Morning,1
3429,User3429,59.0,Female,Tablet,Side,Social Media,Morning,1
8234,User8234,40.197363393198316,Male,Mobile,Top,Shopping,Morning,0
993,User993,21.0,Male,Desktop,Top,News,Night,0
2913,User2913,57.0,Female,Mobile,Side,Social Media,Evening,1
4108,User4108,36.0,Female,Tablet,Top,Entertainment,Morning,1
4539,User4539,54.0,Female,Mobile,Bottom,Entertainment,Morning,1
9789,User9789,36.0,Female,Tablet,Bottom,Entertainment,Morning,1
1305,User1305,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,1
8530,User8530,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
4073,User4073,40.197363393198316,Male,Desktop,Top,Entertainment,Evening,1
8147,User8147,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,1
2485,User2485,40.197363393198316,Non-Binary,Mobile,Bottom,News,Morning,1
4021,User4021,38.0,Female,Mobile,Side,Entertainment,Morning,1
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1
1296,User1296,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,1
8530,User8530,52.0,Female,Mobile,Top,Social Media,Morning,1
9611,User9611,40.197363393198316,Female,Desktop,Side,Entertainment,Afternoon,1
5780,User5780,40.197363393198316,Female,Mobile,Bottom,Entertainment,Afternoon,1
6260,User6260,37.0,Female,Tablet,Top,Entertainment,Afternoon,0
5780,User5780,40.197363393198316,Female,Mobile,Bottom,Entertainment,Afternoon,1
5301,User5301,40.197363393198316,Male,Tablet,Side,Entertainment,Night,1
3226,User3226,50.0,Non-Binary,Mobile,Top,Entertainment,Morning,0
7688,User7688,57.0,Male,Mobile,Bottom,News,Evening,1
7750,User7750,46.0,Female,Mobile,Side,Social Media,Morning,1
8459,User8459,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
7438,User7438,53.0,Non-Binary,Desktop,Side,News,Morning,1
4087,User4087,40.197363393198316,Non-Binary,Desktop,Top,Social Media,Evening,0
9412,User9412,40.197363393198316,Female,Mobile,Bottom,Social Media,Morning,1
9422,User9422,21.0,Female,Mobile,Side,Entertainment,Morning,1
5053,User5053,61.0,Female,Tablet,Side,Entertainment,Morning,1
7766,User7766,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
6661,User6661,30.0,Female,Desktop,Bottom,Entertainment,Evening,0
9707,User9707,23.0,Female,Desktop,Top,Shopping,Night,0
5414,User5414,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
7766,User7766,40.197363393198316,Female,Desktop,Top,Entertainment,Afternoon,1
3109,User3109,40.197363393198316,Female,Tablet,Bottom,Entertainment,Evening,1
4950,User4950,28.0,Male,Mobile,Bottom,Entertainment,Morning,1
412,User412,40.197363393198316,Female,Tablet,Top,News,Evening,1
3239,User3239,19.0,Female,Desktop,Side,Entertainment,Night,0
9087,User9087,40.197363393198316,Female,Mobile,Bottom,Social Media,Evening,0
1969,User1969,46.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
2946,User2946,37.0,Female,Desktop,Bottom,Entertainment,Morning,1
2443,User2443,23.0,Female,Tablet,Bottom,Entertainment,Night,0
6849,User6849,39.0,Female,Mobile,Top,Entertainment,Night,1
2733,User2733,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1454,User1454,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
5955,User5955,59.0,Female,Tablet,Bottom,Entertainment,Evening,1
4096,User4096,40.197363393198316,Male,Desktop,Bottom,News,Evening,0
6487,User6487,40.197363393198316,Male,Desktop,Side,Entertainment,Morning,1
8147,User8147,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
6863,User6863,51.0,Female,Desktop,Side,Entertainment,Morning,1
5980,User5980,40.0,Female,Desktop,Side,Entertainment,Morning,1
9290,User9290,61.0,Female,Desktop,Bottom,Entertainment,Morning,1
8174,User8174,20.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
1077,User1077,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
3581,User3581,29.0,Female,Desktop,Side,Entertainment,Night,0
5418,User5418,34.0,Male,Desktop,Bottom,Entertainment,Morning,1
9412,User9412,34.0,Female,Mobile,Bottom,Social Media,Morning,1
2021,User2021,40.197363393198316,Male,Mobile,Bottom,Social Media,Morning,1
2023,User2023,19.0,Non-Binary,Desktop,Top,Entertainment,Morning,1
7266,User7266,40.197363393198316,Female,Tablet,Bottom,Education,Afternoon,1
3978,User3978,40.197363393198316,Female,Tablet,Top,Social Media,Night,0
2428,User2428,33.0,Female,Tablet,Side,Entertainment,Morning,1
5067,User5067,40.197363393198316,Female,Tablet,Top,Shopping,Afternoon,0
9400,User9400,40.197363393198316,Non-Binary,Desktop,Side,Education,Night,1
7408,User7408,40.197363393198316,Female,Mobile,Bottom,Entertainment,Night,0
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
8948,User8948,25.0,Female,Mobile,Bottom,Education,Morning,1
3117,User3117,21.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
7376,User7376,21.0,Female,Desktop,Side,News,Morning,1
7661,User7661,48.0,Female,Mobile,Side,Entertainment,Night,1
4049,User4049,57.0,Female,Desktop,Top,Entertainment,Morning,1
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
5114,User5114,34.0,Female,Mobile,Bottom,Entertainment,Night,0
4779,User4779,40.197363393198316,Female,Tablet,Top,Entertainment,Afternoon,0
8273,User8273,22.0,Male,Tablet,Bottom,Entertainment,Night,0
2348,User2348,40.197363393198316,Female,Mobile,Side,Entertainment,Morning,0
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
2125,User2125,40.197363393198316,Female,Tablet,Top,Entertainment,Morning,1
7962,User7962,58.0,Female,Tablet,Top,Entertainment,Afternoon,1
9418,User9418,20.0,Male,Tablet,Side,News,Night,1
2311,User2311,40.197363393198316,Female,Desktop,Bottom,Entertainment,Afternoon,1
6441,User6441,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
2204,User2204,50.0,Female,Tablet,Side,Entertainment,Afternoon,0
5781,User5781,40.197363393198316,Female,Mobile,Top,Entertainment,Morning,0
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
315,User315,40.197363393198316,Non-Binary,Desktop,Side,Social Media,Morning,1
8994,User8994,34.0,Female,Desktop,Bottom,Entertainment,Morning,1
6410,User6410,40.197363393198316,Non-Binary,Tablet,Top,Entertainment,Afternoon,0
3881,User3881,51.0,Female,Tablet,Bottom,Social Media,Morning,0
8994,User8994,40.197363393198316,Female,Mobile,Bottom,Entertainment,Morning,1
4108,User4108,36.0,Female,Tablet,Top,Entertainment,Morning,1
770,User770,40.197363393198316,Female,Desktop,Bottom,Entertainment,Evening,1
2595,User2595,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,1
6268,User6268,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
5338,User5338,51.0,Male,Desktop,Bottom,Social Media,Morning,1
7086,User7086,30.0,Non-Binary,Mobile,Top,Entertainment,Morning,1
7031,User7031,51.0,Female,Desktop,Top,Shopping,Night,0
4015,User4015,44.0,Male,Tablet,Side,Entertainment,Evening,1
1282,User1282,23.0,Female,Desktop,Bottom,Social Media,Morning,0
3114,User3114,50.0,Female,Tablet,Side,Shopping,Morning,0
6495,User6495,40.197363393198316,Female,Tablet,Bottom,Education,Afternoon,1
5062,User5062,40.197363393198316,Male,Tablet,Bottom,Entertainment,Night,0
5189,User5189,40.197363393198316,Female,Desktop,Bottom,Education,Morning,0
9609,User9609,34.0,Female,Mobile,Top,Entertainment,Afternoon,0
6287,User6287,40.0,Female,Tablet,Bottom,Entertainment,Morning,1
8041,User8041,40.197363393198316,Female,Mobile,Bottom,Entertainment,Afternoon,1
9234,User9234,40.197363393198316,Male,Desktop,Bottom,Entertainment,Morning,1
2504,User2504,40.197363393198316,Female,Mobile,Side,Entertainment,Night,0
8349,User8349,40.197363393198316,Non-Binary,Desktop,Side,Entertainment,Evening,0
6880,User6880,40.197363393198316,Female,Desktop,Bottom,News,Morning,1
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1
9666,User9666,63.0,Non-Binary,Desktop,Side,Education,Night,0
9266,User9266,38.0,Female,Desktop,Bottom,Education,Afternoon,1
2555,User2555,40.197363393198316,Female,Desktop,Bottom,News,Evening,1
8208,User8208,40.197363393198316,Female,Tablet,Top,Education,Evening,1
5566,User5566,40.197363393198316,Female,Mobile,Bottom,Entertainment,Morning,1
5912,User5912,41.0,Non-Binary,Desktop,Side,Entertainment,Night,1
4029,User4029,21.0,Female,Desktop,Bottom,News,Afternoon,1
1524,User1524,24.0,Male,Mobile,Bottom,Entertainment,Morning,1
3139,User3139,62.0,Female,Mobile,Top,Shopping,Afternoon,0
872,User872,51.0,Female,Mobile,Side,Entertainment,Morning,0
1178,User1178,40.197363393198316,Male,Desktop,Bottom,Entertainment,Evening,1
4920,User4920,40.197363393198316,Non-Binary,Desktop,Bottom,News,Morning,0
8426,User8426,21.0,Male,Mobile,Side,Entertainment,Night,0
5566,User5566,40.197363393198316,Non-Binary,Mobile,Bottom,Social Media,Morning,1
5623,User5623,53.0,Female,Desktop,Side,Entertainment,Morning,1
6248,User6248,48.0,Female,Desktop,Top,Entertainment,Evening,1
255,User255,31.0,Female,Desktop,Bottom,Entertainment,Morning,1
3624,User3624,40.197363393198316,Male,Desktop,Side,Education,Morning,0
301,User301,40.197363393198316,Female,Tablet,Side,Social Media,Evening,1
412,User412,40.197363393198316,Male,Tablet,Top,News,Evening,1
8994,User8994,34.0,Female,Desktop,Bottom,Entertainment,Morning,1
966,User966,54.0,Male,Desktop,Bottom,Entertainment,Night,1
928,User928,40.197363393198316,Male,Desktop,Bottom,Social Media,Night,1
9320,User9320,40.197363393198316,Male,Mobile,Side,Entertainment,Night,0
6679,User6679,40.197363393198316,Male,Tablet,Bottom,Entertainment,Morning,1
3225,User3225,23.0,Female,Tablet,Bottom,Entertainment,Morning,1
1940,User1940,36.0,Female,Desktop,Top,Shopping,Afternoon,0
5801,User5801,59.0,Female,Tablet,Bottom,Education,Morning,0
6178,User6178,35.0,Female,Tablet,Side,Shopping,Evening,0
2952,User2952,37.0,Male,Mobile,Top,Entertainment,Afternoon,0
5690,User5690,34.0,Male,Tablet,Side,Shopping,Morning,0
7065,User7065,57.0,Female,Desktop,Side,Entertainment,Morning,1
7466,User7466,40.197363393198316,Female,Desktop,Bottom,Shopping,Morning,1
6980,User6980,62.0,Female,Desktop,Bottom,Entertainment,Night,1
838,User838,40.197363393198316,Female,Mobile,Top,Entertainment,Evening,0
7971,User7971,40.197363393198316,Non-Binary,Tablet,Top,Entertainment,Morning,1
3560,User3560,33.0,Female,Tablet,Bottom,Entertainment,Evening,0
998,User998,40.197363393198316,Female,Tablet,Top,Entertainment,Evening,1
3364,User3364,40.197363393198316,Female,Desktop,Bottom,Social Media,Morning,0
4338,User4338,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,0
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
9611,User9611,40.197363393198316,Male,Desktop,Side,Entertainment,Afternoon,1
7962,User7962,40.197363393198316,Female,Tablet,Bottom,Entertainment,Afternoon,1
5860,User5860,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,1
9078,User9078,40.197363393198316,Male,Tablet,Side,Entertainment,Afternoon,0
1918,User1918,40.197363393198316,Female,Desktop,Side,Shopping,Morning,0
6296,User6296,29.0,Female,Desktop,Bottom,Education,Evening,1
6989,User6989,28.0,Female,Desktop,Bottom,Shopping,Afternoon,1
6209,User6209,40.197363393198316,Female,Tablet,Top,Entertainment,Afternoon,0
6927,User6927,45.0,Female,Tablet,Top,News,Afternoon,0
7376,User7376,21.0,Female,Mobile,Bottom,News,Morning,1
7151,User7151,40.197363393198316,Female,Tablet,Side,News,Morning,1
6287,User6287,40.197363393198316,Female,Tablet,Bottom,Entertainment,Morning,1
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
5566,User5566,40.197363393198316,Female,Mobile,Bottom,Social Media,Morning,1
4462,User4462,40.197363393198316,Female,Tablet,Bottom,Entertainment,Afternoon,1
1171,User1171,40.197363393198316,Female,Desktop,Bottom,Entertainment,Night,1
8071,User8071,40.197363393198316,Female,Desktop,Bottom,Entertainment,Morning,0
2655,User2655,57.0,Female,Mobile,Bottom,Social Media,Evening,0
6462,User6462,36.0,Female,Tablet,Side,Education,Evening,1
8103,User8103,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Night,0
9231,User9231,21.0,Female,Desktop,Top,Shopping,Evening,1
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1
6202,User6202,40.197363393198316,Female,Tablet,Bottom,Entertainment,Night,1
9736,User9736,46.0,Female,Desktop,Bottom,Entertainment,Evening,1
6066,User6066,40.197363393198316,Female,Desktop,Side,Entertainment,Evening,1
6991,User6991,36.0,Female,Desktop,Side,Entertainment,Afternoon,0
9736,User9736,40.197363393198316,Female,Desktop,Bottom,Education,Evening,1
6467,User6467,30.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
9400,User9400,40.197363393198316,Female,Mobile,Side,Education,Morning,1
5193,User5193,50.0,Female,Desktop,Bottom,Education,Morning,1
5276,User5276,42.0,Female,Tablet,Side,Entertainment,Morning,1
8729,User8729,40.197363393198316,Non-Binary,Desktop,Side,Entertainment,Afternoon,0
5194,User5194,53.0,Female,Mobile,Top,News,Afternoon,1
8750,User8750,40.197363393198316,Female,Desktop,Top,Social Media,Morning,0
775,User775,40.197363393198316,Female,Desktop,Top,Shopping,Evening,1
393,User393,40.0,Female,Desktop,Bottom,Shopping,Morning,1
6610,User6610,40.0,Non-Binary,Tablet,Side,News,Morning,0
5030,User5030,54.0,Female,Tablet,Bottom,Entertainment,Morning,1
5897,User5897,40.197363393198316,Female,Tablet,Side,Entertainment,Morning,0
6161,User6161,61.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
1635,User1635,40.197363393198316,Female,Desktop,Top,News,Evening,1
9806,User9806,40.197363393198316,Male,Desktop,Bottom,Entertainment,Evening,1
4889,User4889,45.0,Female,Desktop,Bottom,Entertainment,Morning,1
2096,User2096,48.0,Female,Desktop,Top,Entertainment,Night,1
7866,User7866,40.197363393198316,Female,Mobile,Bottom,Social Media,Morning,1
4944,User4944,40.197363393198316,Female,Tablet,Side,Education,Afternoon,0
9136,User9136,40.197363393198316,Female,Desktop,Side,Entertainment,Afternoon,1
2044,User2044,31.0,Female,Desktop,Top,Entertainment,Morning,1
2470,User2470,20.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
8147,User8147,40.197363393198316,Female,Desktop,Top,Entertainment,Night,1
2289,User2289,40.197363393198316,Female,Desktop,Bottom,Shopping,Morning,1
9268,User9268,40.197363393198316,Female,Tablet,Top,Entertainment,Evening,0
670,User670,40.197363393198316,Female,Desktop,Top,Shopping,Afternoon,1
5342,User5342,40.197363393198316,Female,Tablet,Side,Entertainment,Evening,0
5329,User5329,54.0,Male,Tablet,Bottom,Education,Evening,1
9918,User9918,24.0,Non-Binary,Tablet,Bottom,News,Morning,0
9090,User9090,41.0,Male,Desktop,Side,Entertainment,Morning,1
6980,User6980,62.0,Female,Desktop,Bottom,Entertainment,Night,1
9708,User9708,38.0,Male,Tablet,Side,Shopping,Night,0
7529,User7529,40.197363393198316,Female,Desktop,Top,Entertainment,Afternoon,0
2364,User2364,54.0,Female,Desktop,Side,Entertainment,Afternoon,0
4254,User4254,19.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
1077,User1077,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
5243,User5243,47.0,Female,Desktop,Side,Entertainment,Morning,0
1975,User1975,30.0,Female,Mobile,Top,Entertainment,Morning,1
420,User420,56.0,Female,Mobile,Top,Education,Afternoon,0
6849,User6849,39.0,Female,Mobile,Top,Entertainment,Night,1
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1
5937,User5937,18.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0
6861,User6861,40.197363393198316,Non-Binary,Tablet,Side,Entertainment,Afternoon,1
4483,User4483,40.197363393198316,Non-Binary,Desktop,Top,Entertainment,Evening,1
3412,User3412,20.0,Non-Binary,Desktop,Top,Social Media,Morning,0
2016,User2016,40.197363393198316,Male,Desktop,Bottom,Entertainment,Afternoon,0
4429,User4429,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,1
212,User212,40.197363393198316,Female,Desktop,Bottom,Entertainment,Afternoon,0
108,User108,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0
4836,User4836,55.0,Female,Tablet,Side,Entertainment,Morning,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Morning,1
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1
5846,User5846,40.197363393198316,Female,Desktop,Top,Entertainment,Morning,0
4059,User4059,27.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
8817,User8817,53.0,Male,Desktop,Bottom,Education,Night,1
591,User591,40.197363393198316,Male,Desktop,Top,Education,Morning,0
928,User928,40.197363393198316,Female,Desktop,Side,Entertainment,Night,1
5988,User5988,62.0,Female,Desktop,Bottom,Entertainment,Afternoon,0
6107,User6107,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Night,0
4948,User4948,55.0,Female,Mobile,Bottom,Education,Morning,0
5660,User5660,40.197363393198316,Male,Tablet,Top,Shopping,Evening,0
6906,User6906,40.197363393198316,Non-Binary,Mobile,Top,Entertainment,Morning,1
5100,User5100,42.0,Female,Mobile,Side,Shopping,Morning,1
7438,User7438,40.197363393198316,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
8469,User8469,40.197363393198316,Female,Desktop,Bottom,Education,Morning,0
4950,User4950,40.197363393198316,Female,Mobile,Bottom,Entertainment,Morning,1
7971,User7971,40.197363393198316,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1273,User1273,40.197363393198316,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1
8226,User8226,40.197363393198316,Male,Tablet,Bottom,Entertainment,Morning,1
5624,User5624,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,0
2086,User2086,51.0,Female,Mobile,Side,Entertainment,Night,0
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
2137,User2137,40.197363393198316,Male,Tablet,Side,News,Morning,1
3014,User3014,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
4228,User4228,40.197363393198316,Female,Desktop,Side,Entertainment,Morning,1
3268,User3268,38.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
8647,User8647,40.197363393198316,Female,Desktop,Top,Shopping,Morning,1
4509,User4509,40.197363393198316,Female,Desktop,Bottom,Education,Afternoon,1
6708,User6708,40.197363393198316,Female,Desktop,Bottom,Entertainment,Night,1
9499,User9499,40.197363393198316,Female,Mobile,Bottom,Social Media,Morning,1
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4707,User4707,21.0,Non-Binary,Desktop,Top,Entertainment,Evening,1
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1
6683,User6683,40.197363393198316,Female,Tablet,Side,Entertainment,Night,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
1755,User1755,40.197363393198316,Non-Binary,Tablet,Bottom,News,Evening,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
9894,User9894,40.197363393198316,Female,Mobile,Top,Entertainment,Afternoon,1
9064,User9064,41.0,Female,Mobile,Bottom,Entertainment,Night,1
5374,User5374,40.197363393198316,Non-Binary,Mobile,Side,Entertainment,Evening,0
2934,User2934,40.197363393198316,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
2323,User2323,29.0,Female,Tablet,Side,Education,Afternoon,0
9483,User9483,63.0,Female,Desktop,Side,Shopping,Evening,0
